,Date,BranchLocation,C&FAgent,ProductCategory,ProductCode,Sales,InitialInventory,UnitsOrdered,DemandForecast,SellingPrice,Month_Year,Sales_lag,InitialInventory_lag,UnitsOrdered_lag
4505,2004-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,0,537.9826050420168,September 2004,0.0,0.0,0.0
4506,2004-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,0,537.9826050420168,October 2004,0.0,0.0,0.0
4507,2004-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,0,537.9826050420168,November 2004,0.0,0.0,0.0
4508,2004-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,0,537.9826050420168,December 2004,0.0,0.0,0.0
4509,2005-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,0,537.9826050420168,January 2005,0.0,0.0,0.0
4510,2005-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,10,0,50,0,542.86,February 2005,0.0,0.0,0.0
4511,2005-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,40,0,0,537.9826050420168,March 2005,10.0,0.0,50.0
4512,2005-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,25,0,20,537.9826050420168,April 2005,0.0,40.0,0.0
4513,2005-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,25,0,0,537.9826050420168,May 2005,0.0,25.0,0.0
4514,2005-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,8,25,0,0,542.43,June 2005,0.0,25.0,0.0
4515,2005-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,10,13,20,0,542.49,July 2005,8.0,25.0,0.0
4516,2005-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,23,0,0,537.9826050420168,August 2005,10.0,13.0,20.0
4517,2005-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,3,23,0,0,542.55,September 2005,0.0,23.0,0.0
4518,2005-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,10,20,0,2,542.68,October 2005,3.0,23.0,0.0
4519,2005-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,3,537.9826050420168,November 2005,10.0,20.0,0.0
4520,2005-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,0,537.9826050420168,December 2005,0.0,0.0,0.0
4521,2006-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,4,537.9826050420168,January 2006,0.0,0.0,0.0
4522,2006-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,11,537.9826050420168,February 2006,0.0,0.0,0.0
4523,2006-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,2,537.9826050420168,March 2006,0.0,0.0,0.0
4524,2006-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,8,0,12,3,550.07,April 2006,0.0,0.0,0.0
4525,2006-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,4,0,0,537.9826050420168,May 2006,8.0,0.0,12.0
4526,2006-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,4,0,0,537.9826050420168,June 2006,0.0,4.0,0.0
4527,2006-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,4,0,0,537.9826050420168,July 2006,0.0,4.0,0.0
4528,2006-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,4,0,0,537.9826050420168,August 2006,0.0,4.0,0.0
4529,2006-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,0,537.9826050420168,September 2006,0.0,4.0,0.0
4530,2006-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,0,537.9826050420168,October 2006,0.0,0.0,0.0
4531,2006-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,0,537.9826050420168,November 2006,0.0,0.0,0.0
4532,2006-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,85883,0,0,0,0,537.9826050420168,December 2006,0.0,0.0,0.0
4533,2004-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,450,0,1200,0,14.73970245795602,January 2004,,,
4534,2004-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,2750,750,2000,400,14.73970245795602,February 2004,450.0,0.0,1200.0
4535,2004-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,3840,0,6260,4800,14.73970245795602,March 2004,2750.0,750.0,2000.0
4536,2004-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,5760,2420,5080,4800,16.08,April 2004,3840.0,0.0,6260.0
4537,2004-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,580,870,0,1400,14.45,May 2004,5760.0,2420.0,5080.0
4538,2004-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,1600,580,1040,0,15.03,June 2004,580.0,870.0,0.0
4539,2004-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,4340,20,6320,3600,13.95,July 2004,1600.0,580.0,1040.0
4540,2004-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,1500,0,2620,1800,14.66,August 2004,4340.0,20.0,6320.0
4541,2004-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,3960,2240,5480,3600,14.56,September 2004,1500.0,0.0,2620.0
4542,2004-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,1100,680,1660,1800,14.69,October 2004,3960.0,2240.0,5480.0
4543,2004-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,340,740,740,1000,14.55,November 2004,1100.0,680.0,1660.0
4544,2004-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,3280,2280,2720,2000,14.44,December 2004,340.0,740.0,740.0
4545,2005-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,2240,1720,2680,3600,14.34,January 2005,3280.0,2280.0,2720.0
4546,2005-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,2440,2160,5960,17000,14.68,February 2005,2240.0,1720.0,2680.0
4547,2005-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,1640,5680,0,2000,14.74,March 2005,2440.0,2160.0,5960.0
4548,2005-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,9600,6060,8400,9000,14.1,April 2005,1640.0,5680.0,0.0
4549,2005-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,4120,3240,2920,0,14.44,May 2005,9600.0,6060.0,8400.0
4550,2005-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,4680,2040,4080,0,14.62,June 2005,4120.0,3240.0,2920.0
4551,2005-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,4080,840,10000,0,14.75,July 2005,4680.0,2040.0,4080.0
4552,2005-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,2560,3560,0,3000,14.48,August 2005,4080.0,840.0,10000.0
4553,2005-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,0,0,0,3000,14.73970245795602,September 2005,2560.0,3560.0,0.0
4554,2005-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,7080,0,7080,10786,14.52,October 2005,0.0,0.0,0.0
4555,2005-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,5232,0,6232,13760,14.75,November 2005,7080.0,0.0,7080.0
4556,2005-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,12840,0,22600,6880,14.8,December 2005,5232.0,0.0,6232.0
4557,2006-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,7360,6360,9520,9720,14.54,January 2006,12840.0,0.0,22600.0
4558,2006-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,3760,3280,7200,7250,14.92,February 2006,7360.0,6360.0,9520.0
4559,2006-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,3680,4680,4000,9878,14.85,March 2006,3760.0,3280.0,7200.0
4560,2006-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,11520,7500,13020,23196,14.94,April 2006,3680.0,4680.0,4000.0
4561,2006-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,4360,3000,6560,9344,14.66,May 2006,11520.0,7500.0,13020.0
4562,2006-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,9160,5200,15160,28066,14.68,June 2006,4360.0,3000.0,6560.0
4563,2006-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,8160,0,12560,6454,14.78,July 2006,9160.0,5200.0,15160.0
4564,2006-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,18080,0,22960,7528,14.73,August 2006,8160.0,0.0,12560.0
4565,2006-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,12120,4880,8440,8520,14.85,September 2006,18080.0,0.0,22960.0
4566,2006-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,9840,0,12400,15120,15.01,October 2006,12120.0,4880.0,8440.0
4567,2006-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,12880,2560,20960,7356,15.45,November 2006,9840.0,0.0,12400.0
4568,2006-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,87890,13880,10640,6280,6000,14.77,December 2006,12880.0,2560.0,20960.0
4569,2005-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,50,0,1250.87396039604,February 2005,,,
4570,2005-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,50,0,0,1250.87396039604,March 2005,0.0,0.0,50.0
4571,2005-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,April 2005,0.0,50.0,0.0
4572,2005-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,May 2005,0.0,0.0,0.0
4573,2005-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,June 2005,0.0,0.0,0.0
4574,2005-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,July 2005,0.0,0.0,0.0
4575,2005-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,August 2005,0.0,0.0,0.0
4576,2005-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,September 2005,0.0,0.0,0.0
4577,2005-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,7,1250.87396039604,October 2005,0.0,0.0,0.0
4578,2005-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,November 2005,0.0,0.0,0.0
4579,2005-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,December 2005,0.0,0.0,0.0
4580,2006-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,January 2006,0.0,0.0,0.0
4581,2006-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,February 2006,0.0,0.0,0.0
4582,2006-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,March 2006,0.0,0.0,0.0
4583,2006-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,April 2006,0.0,0.0,0.0
4584,2006-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,May 2006,0.0,0.0,0.0
4585,2006-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,June 2006,0.0,0.0,0.0
4586,2006-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,July 2006,0.0,0.0,0.0
4587,2006-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,August 2006,0.0,0.0,0.0
4588,2006-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,September 2006,0.0,0.0,0.0
4589,2006-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,October 2006,0.0,0.0,0.0
4590,2006-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,November 2006,0.0,0.0,0.0
4591,2006-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,89654,0,0,0,0,1250.87396039604,December 2006,0.0,0.0,0.0
4592,2005-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,100,0,100,0,1608.64,February 2005,,,
4593,2005-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,0,0,0,0,1614.417108433735,March 2005,100.0,0.0,100.0
4594,2005-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,0,0,0,0,1614.417108433735,April 2005,0.0,0.0,0.0
4595,2005-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,64,0,65,0,1608.59,May 2005,0.0,0.0,0.0
4596,2005-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,56,1,65,0,1608.37,June 2005,64.0,0.0,65.0
4597,2005-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,0,9,0,0,1614.417108433735,July 2005,56.0,1.0,65.0
4598,2005-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,49,9,200,0,1608.07,August 2005,0.0,9.0,0.0
4599,2005-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,92,320,0,0,1608.43,September 2005,49.0,9.0,200.0
4600,2005-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,111,105,6,28,1608.7,October 2005,92.0,320.0,0.0
4601,2005-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,50,0,100,0,1615.0,November 2005,111.0,105.0,6.0
4602,2005-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,37,50,0,90,1615.09,December 2005,50.0,0.0,100.0
4603,2006-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,0,13,13,51,1614.417108433735,January 2006,37.0,50.0,0.0
4604,2006-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,163,13,166,38,1614.84,February 2006,0.0,13.0,13.0
4605,2006-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,0,16,0,22,1614.417108433735,March 2006,163.0,13.0,166.0
4606,2006-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,80,16,80,40,1614.84,April 2006,0.0,16.0,0.0
4607,2006-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,3,16,460,75,1614.55,May 2006,80.0,16.0,80.0
4608,2006-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,389,473,414,120,1625.39,June 2006,3.0,16.0,460.0
4609,2006-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,431,498,156,310,1625.23,July 2006,389.0,473.0,414.0
4610,2006-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,500,123,621,0,1624.76,August 2006,431.0,498.0,156.0
4611,2006-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,476,194,640,0,1624.98,September 2006,500.0,123.0,621.0
4612,2006-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,350,256,400,0,1625.23,October 2006,476.0,194.0,640.0
4613,2006-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,430,206,265,65,1625.41,November 2006,350.0,256.0,400.0
4614,2006-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,92930,254,15,499,300,1624.91,December 2006,430.0,206.0,265.0
4615,2004-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,3,2,10,10,3052.898333333333,January 2004,,,
4616,2004-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,2,9,0,0,3052.898333333333,February 2004,3.0,2.0,10.0
4617,2004-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,14,7,8,10,3052.898333333333,March 2004,2.0,9.0,0.0
4618,2004-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,1,1,0,10,3003.61,April 2004,14.0,7.0,8.0
4619,2004-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,8,0,8,0,3003.52,May 2004,1.0,1.0,0.0
4620,2004-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,2,0,2,20,3003.88,June 2004,8.0,0.0,8.0
4621,2004-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,9,0,61,20,3012.14,July 2004,2.0,0.0,2.0
4622,2004-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,6,52,0,25,3012.32,August 2004,9.0,0.0,61.0
4623,2004-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,10,46,0,25,3012.31,September 2004,6.0,52.0,0.0
4624,2004-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,23,36,0,35,3012.42,October 2004,10.0,46.0,0.0
4625,2004-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,7,13,6,0,3012.34,November 2004,23.0,36.0,0.0
4626,2004-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,36,12,24,0,3012.45,December 2004,7.0,13.0,6.0
4627,2005-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,84,0,84,25,3012.52,January 2005,36.0,12.0,24.0
4628,2005-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,50,0,50,72,3012.39,February 2005,84.0,0.0,84.0
4629,2005-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,9,0,37,0,3012.26,March 2005,50.0,0.0,50.0
4630,2005-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,38,56,6,140,3071.54,April 2005,9.0,0.0,37.0
4631,2005-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,13,12,2,0,3071.75,May 2005,38.0,56.0,6.0
4632,2005-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,30,2,188,0,3072.0,June 2005,13.0,12.0,2.0
4633,2005-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,42,240,0,0,3071.52,July 2005,30.0,2.0,188.0
4634,2005-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,42,138,0,0,3071.96,August 2005,42.0,240.0,0.0
4635,2005-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,36,54,0,0,3071.79,September 2005,42.0,138.0,0.0
4636,2005-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,6,0,19,45,3072.08,October 2005,36.0,54.0,0.0
4637,2005-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,39,39,12,21,3074.98,November 2005,6.0,0.0,19.0
4638,2005-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,20,0,20,26,3071.62,December 2005,39.0,39.0,12.0
4639,2006-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,50,0,127,33,3071.89,January 2006,20.0,0.0,20.0
4640,2006-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,27,47,13,11,3071.91,February 2006,50.0,0.0,127.0
4641,2006-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,48,8,40,31,3072.2,March 2006,27.0,47.0,13.0
4642,2006-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,29,0,35,32,3071.98,April 2006,48.0,8.0,40.0
4643,2006-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,40,0,85,20,3071.93,May 2006,29.0,0.0,35.0
4644,2006-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,46,37,60,36,3076.76,June 2006,40.0,0.0,85.0
4645,2006-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,42,21,39,60,3076.74,July 2006,46.0,37.0,60.0
4646,2006-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,41,6,71,18,3077.06,August 2006,42.0,21.0,39.0
4647,2006-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,14,24,12,32,3076.87,September 2006,41.0,6.0,71.0
4648,2006-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,51,2,75,30,3076.47,October 2006,14.0,24.0,12.0
4649,2006-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,59,4,90,19,3076.99,November 2006,51.0,2.0,75.0
4650,2006-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,95945,45,0,45,14,3138.83,December 2006,59.0,4.0,90.0
4651,2004-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,150,255,150,225,132.52,January 2004,,,
4652,2004-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,45,135,15,30,135.2918479880775,February 2004,150.0,255.0,150.0
4653,2004-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,255,105,165,255,135.2918479880775,March 2004,45.0,135.0,15.0
4654,2004-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,15,15,15,255,132.19,April 2004,255.0,105.0,165.0
4655,2004-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,120,15,420,341,132.24,May 2004,15.0,15.0,15.0
4656,2004-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,225,150,210,390,132.08,June 2004,120.0,15.0,420.0
4657,2004-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,255,0,765,330,132.53,July 2004,225.0,150.0,210.0
4658,2004-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,375,360,585,330,132.84,August 2004,255.0,0.0,765.0
4659,2004-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,300,450,210,330,132.68,September 2004,375.0,360.0,585.0
4660,2004-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,330,360,675,700,132.09,October 2004,300.0,450.0,210.0
4661,2004-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,480,555,0,30,132.57,November 2004,330.0,360.0,675.0
4662,2004-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,300,75,240,30,132.42,December 2004,480.0,555.0,0.0
4663,2005-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,210,15,630,330,132.2,January 2005,300.0,75.0,240.0
4664,2005-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,60,195,210,1000,132.91,February 2005,210.0,15.0,630.0
4665,2005-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,165,345,75,30,132.53,March 2005,60.0,195.0,210.0
4666,2005-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,510,510,2040,1260,136.9,April 2005,165.0,345.0,75.0
4667,2005-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,480,2040,0,0,136.44,May 2005,510.0,510.0,2040.0
4668,2005-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,285,555,0,0,137.0,June 2005,480.0,2040.0,0.0
4669,2005-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,240,90,660,0,136.96,July 2005,285.0,555.0,0.0
4670,2005-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,810,480,900,0,136.95,August 2005,240.0,90.0,660.0
4671,2005-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,300,285,75,0,137.01,September 2005,810.0,480.0,900.0
4672,2005-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,465,0,465,390,137.0,October 2005,300.0,285.0,75.0
4673,2005-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,480,0,1200,820,136.89,November 2005,465.0,0.0,465.0
4674,2005-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,255,360,720,315,137.38,December 2005,480.0,0.0,1200.0
4675,2006-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,465,585,465,430,137.32,January 2006,255.0,360.0,720.0
4676,2006-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,435,0,1530,270,136.98,February 2006,465.0,585.0,465.0
4677,2006-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,105,1095,45,275,137.08,March 2006,435.0,0.0,1530.0
4678,2006-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,330,1035,465,345,137.28,April 2006,105.0,1095.0,45.0
4679,2006-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,255,495,270,465,136.84,May 2006,330.0,1035.0,465.0
4680,2006-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,600,510,720,870,137.2,June 2006,255.0,495.0,270.0
4681,2006-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,255,0,915,971,137.17,July 2006,600.0,510.0,720.0
4682,2006-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,495,465,690,600,137.28,August 2006,255.0,0.0,915.0
4683,2006-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,855,315,705,600,137.26,September 2006,495.0,465.0,690.0
4684,2006-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,705,0,855,500,137.33,October 2006,855.0,315.0,705.0
4685,2006-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,135,150,405,515,136.98,November 2006,705.0,0.0,855.0
4686,2006-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,96500,585,420,345,398,137.27,December 2006,135.0,150.0,405.0
4687,2004-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,0,0,15,0,2321.275476772616,August 2004,,,
4688,2004-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,0,15,0,0,2321.275476772616,September 2004,0.0,0.0,15.0
4689,2004-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,0,15,10,0,2321.275476772616,October 2004,0.0,15.0,0.0
4690,2004-11-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,50,25,25,0,2431.79,November 2004,0.0,15.0,10.0
4691,2004-12-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,0,0,0,0,2321.275476772616,December 2004,50.0,25.0,25.0
4692,2005-01-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,10,0,10,0,2432.46,January 2005,0.0,0.0,0.0
4693,2005-02-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,75,0,75,0,2432.18,February 2005,10.0,0.0,10.0
4694,2005-03-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,10,0,10,0,2432.1,March 2005,75.0,0.0,75.0
4695,2005-04-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,52,0,53,15,2317.46,April 2005,10.0,0.0,10.0
4696,2005-05-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,115,1,235,0,2317.54,May 2005,52.0,0.0,53.0
4697,2005-06-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,158,121,116,0,2317.38,June 2005,115.0,1.0,235.0
4698,2005-07-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,198,38,202,0,2317.2,July 2005,158.0,121.0,116.0
4699,2005-08-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,297,0,300,0,2317.32,August 2005,198.0,38.0,202.0
4700,2005-09-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,230,2,344,0,2316.78,September 2005,297.0,0.0,300.0
4701,2005-10-01,Hawaii BRANCH,Hawaii Agent3,Appliances,97533,262,106,218,226,2317.84,October 2005,230.0,2.0,344.0
